ID0000,sss000,yyyy00,mm0000,dd0000,sscode,ssname,sstype,fa0108,fa0110,fa0112,fa0114,fa0116,fa0118,fa0120,fa0122,mem000
4438,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,63,63（3）,长柱十大功劳,Mahonia duclouxiana Gagnep.,2.1,2.9,常绿矮高位芽植物,ALF200306_0,
4439,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,63,63（4）,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,2.4,3.5,常绿中高位芽植物,ALF200306_0,
4440,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,63,63（5）,蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,2.6,3,常绿小高位芽植物,ALF200306_0,
4441,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,63,63（6）,蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,2.1,2.6,常绿小高位芽植物,ALF200306_0,
4442,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,703,薄叶山矾,Symplocos anomala Brand,3.9,5.2,常绿中高位芽植物,ALF200306_0,
4443,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,704,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,118.6,29.5,常绿中高位芽植物,ALF200306_0,
4444,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,705,丛花山矾,Symplocos poilanei Guillaumin,4.3,8.5,常绿矮高位芽植物,ALF200306_0,
4445,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,708,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,6.4,7.5,常绿小高位芽植物,ALF200306_0,
4446,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,711,长柱十大功劳,Mahonia duclouxiana Gagnep.,2.7,3.4,常绿矮高位芽植物,ALF200306_0,
4447,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,712,蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,9.7,6.7,常绿小高位芽植物,ALF200306_0,
4448,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,713,褐叶青冈,Cyclobalanopsis stewardiana (A. Camus) Y. C. Hsu e,12.9,5.6,常绿中高位芽植物,ALF200306_0,断顶
4449,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,714,褐叶青冈,Cyclobalanopsis stewardiana (A. Camus) Y. C. Hsu e,6.2,8,常绿中高位芽植物,ALF200306_0,
4450,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,715,宿鳞稠李,Padus perulata Yu et Ku,76.9,30.5,落叶中高位芽植物,ALF200306_0,
4451,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,716,丛花山矾,Symplocos poilanei Guillaumin,9.4,4.5,常绿矮高位芽植物,ALF200306_0,断顶
4452,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,717,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,7.8,7.3,常绿中高位芽植物,ALF200306_0,
4453,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,718,丛花山矾,Symplocos poilanei Guillaumin,3.5,4,常绿矮高位芽植物,ALF200306_0,
4454,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,719,丛花山矾,Symplocos poilanei Guillaumin,6.4,6.1,常绿矮高位芽植物,ALF200306_0,
4455,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,720,中缅八角,Illicium burmanicum Wilson,9.9,7.4,常绿中高位芽植物,ALF200306_0,
4456,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,64,721,丛花山矾,Symplocos poilanei Guillaumin,5.9,8.9,常绿矮高位芽植物,ALF200306_0,
4457,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,65,722,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,4.3,4.2,常绿中高位芽植物,ALF200306_0,
4458,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,65,723,薄叶山矾,Symplocos anomala Brand,8.8,7.2,常绿中高位芽植物,ALF200306_0,断顶
4459,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,65,724,薄叶山矾,Symplocos anomala Brand,4.7,5.5,常绿中高位芽植物,ALF200306_0,
4460,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,65,727,斜基叶柃,Eurya obliquifolia Hemsl.,8,5.9,常绿小高位芽植物,ALF200306_0,
4461,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,65,728,黄心树,Machilus bombycina King ex Hook.f.,2.5,3.4,常绿中高位芽植物,ALF200306_0,
4462,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,65,729,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,67.5,30,常绿中高位芽植物,ALF200306_0,
4463,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,65,730,红花木莲,Manglietia insignis (Wall.) Blume,14.2,11.7,常绿中高位芽植物,ALF200306_0,
4464,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,65,65（1）,多花山矾,Symplocos ramosissima Wall.ex G.Don,2.9,4.6,常绿中高位芽植物,ALF200306_0,
4465,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,66,731,黄心树,Machilus bombycina King ex Hook.f.,3.2,4.2,常绿中高位芽植物,ALF200306_0,
4466,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,66,732,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,17.5,2,常绿中高位芽植物,ALF200306_0,断顶
4467,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,66,733,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,134.5,29,常绿中高位芽植物,ALF200306_0,
4468,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,66,734,蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,5.7,5.3,常绿小高位芽植物,ALF200306_0,
4469,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,66,735,滇润楠,Machilus yunnanensis Lecomte,32.9,10.5,常绿中高位芽植物,ALF200306_0,断顶
4470,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,67,736,丛花山矾,Symplocos poilanei Guillaumin,3.4,4.9,常绿矮高位芽植物,ALF200306_0,倾倒
4471,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,67,739,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,8.7,8.8,常绿中高位芽植物,ALF200306_0,
4472,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,67,740,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,3.1,4.4,常绿中高位芽植物,ALF200306_0,
4473,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,67,743,丛花山矾,Symplocos poilanei Guillaumin,8.4,8.2,常绿矮高位芽植物,ALF200306_0,
4474,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,67,745,薄叶山矾,Symplocos anomala Brand,5.4,7.5,常绿中高位芽植物,ALF200306_0,
4475,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,67,746,丛花山矾,Symplocos poilanei Guillaumin,7.5,8,常绿矮高位芽植物,ALF200306_0,
4476,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,67,747,丛花山矾,Symplocos poilanei Guillaumin,5.5,5,常绿矮高位芽植物,ALF200306_0,
4477,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,67,748,蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,15.2,11.2,常绿小高位芽植物,ALF200306_0,
4478,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,67,749,蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,5.2,6.5,常绿小高位芽植物,ALF200306_0,
4479,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,67,751,滇润楠,Machilus yunnanensis Lecomte,9.4,8.9,常绿中高位芽植物,ALF200306_0,
4480,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,752,多花山矾,Symplocos ramosissima Wall.ex G.Don,4.4,3,常绿中高位芽植物,ALF200306_0,断顶
4481,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,753,黄心树,Machilus bombycina King ex Hook.f.,37.7,28,常绿中高位芽植物,ALF200306_0,
4482,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,754,黄心树,Machilus bombycina King ex Hook.f.,45.8,29,常绿中高位芽植物,ALF200306_0,
4483,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,755,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,2.9,2,常绿中高位芽植物,ALF200306_0,断顶
4484,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,756,黄心树,Machilus bombycina King ex Hook.f.,38.8,30,常绿中高位芽植物,ALF200306_0,
4485,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,757,中缅八角,Illicium burmanicum Wilson,21.7,24.5,常绿中高位芽植物,ALF200306_0,
4486,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,758,薄叶山矾,Symplocos anomala Brand,5.1,6.5,常绿中高位芽植物,ALF200306_0,
4487,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,759,红花木莲,Manglietia insignis (Wall.) Blume,20.3,18,常绿中高位芽植物,ALF200306_0,
4488,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,760,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,7,7.2,常绿中高位芽植物,ALF200306_0,
4489,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,761,薄叶山矾,Symplocos anomala Brand,6.4,6.8,常绿中高位芽植物,ALF200306_0,
4490,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,762,薄叶山矾,Symplocos anomala Brand,4.6,5.2,常绿中高位芽植物,ALF200306_0,断顶
4491,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,763,多花山矾,Symplocos ramosissima Wall.ex G.Don,3.6,7.5,常绿中高位芽植物,ALF200306_0,
4492,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,764,尖叶桂樱,Laurocerasus undulata (Buch.-Ham. ex D. Don) M. Ro,3.8,6,常绿中高位芽植物,ALF200306_0,
4493,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,765,蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,10.1,8.5,常绿小高位芽植物,ALF200306_0,
4494,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,767,薄叶山矾,Symplocos anomala Brand,4,8,常绿中高位芽植物,ALF200306_0,
4495,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,68,68（1）,薄叶山矾,Symplocos anomala Brand,2.7,3.9,常绿中高位芽植物,ALF200306_0,
4496,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,69,768,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,4.6,5,常绿小高位芽植物,ALF200306_0,
4497,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,69,770,黄心树,Machilus bombycina King ex Hook.f.,6.6,4,常绿中高位芽植物,ALF200306_0,断顶
4498,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,69,771,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,14.3,3.2,常绿中高位芽植物,ALF200306_0,断顶
4499,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,69,772,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,8.3,4,常绿中高位芽植物,ALF200306_0,断顶
4500,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,69,774,多果新木姜子,Neolitsea polycarpa H.Liou,17.3,10.5,常绿中高位芽植物,ALF200306_0,
4501,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,69,775,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,142.8,26.5,常绿中高位芽植物,ALF200306_0,断顶
4502,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,69,776,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,7,5.8,常绿中高位芽植物,ALF200306_0,
4503,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,69,777,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,5.6,4.5,常绿中高位芽植物,ALF200306_0,倾倒
4504,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,69,69（1）,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,3.7,5,常绿中高位芽植物,ALF200306_0,
4505,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,69,69(2),多花山矾,Symplocos ramosissima Wall.ex G.Don,2.8,3.6,常绿中高位芽植物,ALF200306_0,
4506,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,69,69(3),薄叶山矾,Symplocos anomala Brand,2,3,常绿中高位芽植物,ALF200306_0,
4507,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,69,69(4),多果新木姜子,Neolitsea polycarpa H.Liou,2.4,4.5,常绿中高位芽植物,ALF200306_0,
4508,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,70,780,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,4.9,4.5,常绿小高位芽植物,ALF200306_0,断顶
4509,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,70,781,薄叶山矾,Symplocos anomala Brand,13,7,常绿中高位芽植物,ALF200306_0,断顶
4510,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,70,782,红花木莲,Manglietia insignis (Wall.) Blume,5.8,7.2,常绿中高位芽植物,ALF200306_0,
4511,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,70,783,薄叶山矾,Symplocos anomala Brand,13.1,15,常绿中高位芽植物,ALF200306_0,
4512,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,70,784,多果新木姜子,Neolitsea polycarpa H.Liou,22.4,21.8,常绿中高位芽植物,ALF200306_0,
4513,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,70,785,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,19.6,21,常绿中高位芽植物,ALF200306_0,
4514,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,70,786,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,15.5,10.5,常绿中高位芽植物,ALF200306_0,断顶
4515,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,70,787,硬壳柯,Lithocarpus hancei (Benth.) Rehder,18.9,12,常绿中高位芽植物,ALF200306_0,断顶
4516,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,70,788,南洋木荷,Schima noronhae Reinw. ex Blume,14,11.8,常绿中高位芽植物,ALF200306_0,断顶
4517,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,70,789,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,14,12.5,常绿小高位芽植物,ALF200306_0,断顶
4518,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,70,70（2）,多花山矾,Symplocos ramosissima Wall.ex G.Don,2.8,4,常绿中高位芽植物,ALF200306_0,
4519,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,70,70（3）,黄心树,Machilus bombycina King ex Hook.f.,2.1,1.5,常绿中高位芽植物,ALF200306_0,断顶
4520,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,790,黄心树,Machilus bombycina King ex Hook.f.,48.4,24.5,常绿中高位芽植物,ALF200306_0,
4521,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,791,黄心树,Machilus bombycina King ex Hook.f.,45.1,26.5,常绿中高位芽植物,ALF200306_0,
4522,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,792,南洋木荷,Schima noronhae Reinw. ex Blume,31.3,25,常绿中高位芽植物,ALF200306_0,
4523,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,793,滇润楠,Machilus yunnanensis Lecomte,16.4,14.5,常绿中高位芽植物,ALF200306_0,
4524,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,795,蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,2.7,3.6,常绿小高位芽植物,ALF200306_0,
4525,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,796,多果新木姜子,Neolitsea polycarpa H.Liou,4.7,7.2,常绿中高位芽植物,ALF200306_0,
4526,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,797,蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,4.1,4.8,常绿小高位芽植物,ALF200306_0,
4527,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,798,蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,5.2,5,常绿小高位芽植物,ALF200306_0,
4528,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,799,蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,8.2,5.4,常绿小高位芽植物,ALF200306_0,
4529,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,803,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,5.7,7.2,常绿中高位芽植物,ALF200306_0,
4530,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,804,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,4.9,5.6,常绿中高位芽植物,ALF200306_0,
4531,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,805,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,5.6,6.8,常绿中高位芽植物,ALF200306_0,
4532,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,806,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,2.8,4,常绿中高位芽植物,ALF200306_0,
4533,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,807,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,7.6,9.5,常绿中高位芽植物,ALF200306_0,
4534,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,808,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,4.8,2.2,常绿中高位芽植物,ALF200306_0,断顶
4535,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,809,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,8.3,9.2,常绿中高位芽植物,ALF200306_0,
4536,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,811,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,10.7,5.5,常绿中高位芽植物,ALF200306_0,断顶
4537,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,71（1）,滇润楠,Machilus yunnanensis Lecomte,3.8,4.5,常绿中高位芽植物,ALF200306_0,
4538,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,71（2）,薄叶山矾,Symplocos anomala Brand,3.3,4.3,常绿中高位芽植物,ALF200306_0,
4539,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,71,71(3),蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,3.2,4.8,常绿小高位芽植物,ALF200306_0,
4540,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,72,812,蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,6.8,4.8,常绿小高位芽植物,ALF200306_0,断顶
4541,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,72,813,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,3.5,3.8,常绿中高位芽植物,ALF200306_0,
4542,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,72,814,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,4.1,2.3,常绿中高位芽植物,ALF200306_0,断顶
4543,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,72,815,滇润楠,Machilus yunnanensis Lecomte,16.9,17,常绿中高位芽植物,ALF200306_0,
4544,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,72,816,蒙自连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,8.1,5.5,常绿小高位芽植物,ALF200306_0,
4545,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,72,817,红河冬青,Ilex manneiensis S.Y.Hu,35.5,26.5,常绿中高位芽植物,ALF200306_0,
4546,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,72,818,红河冬青,Ilex manneiensis S.Y.Hu,38,26,常绿中高位芽植物,ALF200306_0,
4547,ALF,2015,10,29,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,72,819,山青木,Meliosma kirkii Hemsl. et E. H. Wilson,47,24,落叶中高位芽植物,ALF200306_0,
