ID0000,sss000,yyyy00,mm0000,dd0000,sscode,ssname,sstype,fa0108,fa0110,fa0112,fa0114,fa0116,fa0118,fa0120,fa0122,mem000,QC0000
3537,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,87,1057,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,5.3,5.5,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3538,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,87,1058,多果新木姜子,Neolitsea polycarpa H.Liou,6.1,6.5,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3539,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,87,1059,红花木莲,Manglietia insignis (Wall.) Blume,27,18.4,常绿中高位芽植物,ALF200306_0,,植物种名检查;树高阈值检查;树号对应的样方号一致性检查
3540,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,87,1060,斜基叶柃,Eurya obliquifolia Hemsl.,8.6,6.5,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3541,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,87,1061,斜基叶柃,Eurya obliquifolia Hemsl.,2.5,4,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3542,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,87,1062,红花木莲,Manglietia insignis (Wall.) Blume,29,25.3,常绿中高位芽植物,ALF200306_0,,植物种名检查;树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
3543,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,87,1063,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,4.4,5.4,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3544,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,87,1064,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,3.7,3.4,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3545,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,87,1065,红花木莲,Manglietia insignis (Wall.) Blume,10.8,10.5,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的样方号一致性检查
3546,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,87,1066,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,6.3,4.8,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3547,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,1067,红花木莲,Manglietia insignis (Wall.) Blume,24.6,25.4,常绿中高位芽植物,ALF200306_0,,植物种名检查;树高阈值检查;树号对应的样方号一致性检查
3548,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,1068,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,4.5,5.2,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3549,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,1069,滇润楠,Machilus yunnanensis Lecomte,64.2,20.6,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
3550,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,1070,南洋木荷,Schima noronhae Reinw. ex Blume,54,29.5,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
3551,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,1071,黄心树,Machilus bombycina King ex Hook.f.,29.5,27.5,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
3552,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,1072,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,3.6,4,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3553,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,1073,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,14.5,22.4,常绿中高位芽植物,ALF200306_0,,植物种名检查;树高阈值检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3554,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,1074,薄叶山矾,Symplocos anomala Brand,16.7,19,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
3555,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,1075,薄叶山矾,Symplocos anomala Brand,8.4,8.5,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3556,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,1076,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,5.8,5,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3557,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,1077,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,6.9,6.9,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3558,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,1078,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,2.7,4.5,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3559,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,88（1）,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,2.1,3,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查
3560,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,88,88（2）,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,2.5,2.8,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查
3561,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,89,1079,薄叶山矾,Symplocos anomala Brand,2.9,3.8,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3562,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,89,1080,多花含笑,Michelia floribunda Finet et Gagnep.,26.9,20.3,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
3563,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,89,1082,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,7.1,7.5,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3564,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,89,1083,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,4.3,6,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3565,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,89,1084,中缅八角,Illicium burmanicum Wilson,23.5,24.3,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3566,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,89,1085,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,3.7,5.2,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3567,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,89,1086,薄叶山矾,Symplocos anomala Brand,14.9,15.2,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
3568,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,89,1087,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,9.2,12,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3569,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,89,1088,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,3,4.2,常绿小高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3570,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,89,1089,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,2.1,3.5,常绿小高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3571,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,89,89（1）,薄叶山矾,Symplocos anomala Brand,2.3,4.8,常绿中高位芽植物,ALF200306_0,,
3572,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,89,89（2）,滇润楠,Machilus yunnanensis Lecomte,2.1,4.4,常绿中高位芽植物,ALF200306_0,,
3573,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,89,89（3）,滇润楠,Machilus yunnanensis Lecomte,2.3,4.5,常绿中高位芽植物,ALF200306_0,,
3574,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,90,1091,薄叶山矾,Symplocos anomala Brand,13.4,14.6,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3575,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,90,1092,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,14,14.2,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3576,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,90,1093,薄叶山矾,Symplocos anomala Brand,15.1,13.6,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3577,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,90,1094,黄丹木姜子,Litsea elongata (Wall. ex Ness) Benth. et Hook. f.,4.3,5.2,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的样方号一致性检查
3578,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,90,1095,南洋木荷,Schima noronhae Reinw. ex Blume,28.4,28.4,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
3579,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,90,1097,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,6.7,8.2,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3580,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,90,1098,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,83.1,28.8,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
3581,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,90,1099,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,10,13.5,常绿中高位芽植物,ALF200306_0,,胸径时间一致性检查;树号对应的样方号一致性检查
3582,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,90,1100,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,5.5,8.2,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3583,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,90,1101,薄叶山矾,Symplocos anomala Brand,6.7,9.5,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3584,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,90,1102,南洋木荷,Schima noronhae Reinw. ex Blume,22.4,23.6,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
3585,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,90,1103,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,6.9,8.6,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3586,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,90,1104,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,5,9.2,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3587,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,91,1105,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,5.5,4.3,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3588,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,91,1106,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,7.7,7.5,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3589,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,91,1107,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,10.8,6.2,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3590,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,91,1108,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,4.2,4.9,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3591,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,91,1109,南洋木荷,Schima noronhae Reinw. ex Blume,41.9,21.7,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
3592,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,91,1110,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,3.1,3,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3593,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,91,1111,丛花山矾,Symplocos poilanei Guillaumin,9.2,5.5,常绿矮高位芽植物,ALF200306_0,,植物种名检查;树号对应的样方号一致性检查
3594,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,91,1112,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,2.6,3.3,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3595,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,91,91（1）,长柱十大功劳,Mahonia duclouxiana Gagnep.,2.1,3.3,常绿矮高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查
3596,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,91,91（2）,丛花山矾,Symplocos poilanei Guillaumin,2.5,4.5,常绿矮高位芽植物,ALF200306_0,,植物种名检查
3597,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,91,91（3）,丛花山矾,Symplocos poilanei Guillaumin,2.5,4.4,常绿矮高位芽植物,ALF200306_0,,植物种名检查
3598,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,92,1113,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,4.5,7.7,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3599,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,92,1114,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,26.4,21.6,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3600,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,92,1115,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,26.9,21.5,常绿中高位芽植物,ALF200306_0,,植物种名检查;树高阈值检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3601,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,92,1116,中缅八角,Illicium burmanicum Wilson,5.7,5.9,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3602,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,92,1117,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,3.4,4.8,常绿中高位芽植物,ALF200306_0,,植物种名检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3603,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,92,1118,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,2.2,2.1,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3604,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,92,1119,中缅八角,Illicium burmanicum Wilson,11.4,3.1,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3605,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,92,1120,中缅八角,Illicium burmanicum Wilson,21.1,14,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3606,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,92,1122,黄心树,Machilus bombycina King ex Hook.f.,4.3,5.5,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3607,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,92,1123,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,5.8,4.4,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3608,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,92,92（1）,丛花山矾,Symplocos poilanei Guillaumin,2.9,4,常绿矮高位芽植物,ALF200306_0,,植物种名检查
3609,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,1124,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,55,21.6,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3610,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,1125,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,57.1,23,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3611,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,1126,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,3.3,3,常绿小高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3612,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,1128,黄心树,Machilus bombycina King ex Hook.f.,28.7,21.6,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
3613,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,1130,红花木莲,Manglietia insignis (Wall.) Blume,4.5,4.4,常绿中高位芽植物,ALF200306_0,,植物种名检查;胸径时间一致性检查;树号对应的样方号一致性检查
3614,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,1131,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,5.5,5.5,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3615,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,1132,丛花山矾,Symplocos poilanei Guillaumin,3.9,4.1,常绿矮高位芽植物,ALF200306_0,,植物种名检查;树号对应的样方号一致性检查
3616,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,1133,黄心树,Machilus bombycina King ex Hook.f.,2.8,3.8,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3617,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,1134,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,3.6,4.5,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3618,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,1135,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,4.4,3.9,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3619,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,1136,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,6,4.9,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3620,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,1137,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,11.2,4.4,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3621,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,1138,南洋木荷,Schima noronhae Reinw. ex Blume,22,12,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
3622,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,93,93（1）,丛花山矾,Symplocos poilanei Guillaumin,3.4,3.8,常绿矮高位芽植物,ALF200306_0,,植物种名检查;胸径时间一致性检查
3623,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,94,1139,斜基叶柃,Eurya obliquifolia Hemsl.,18.5,11.6,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3624,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,94,1140,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,10.3,12.8,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3625,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,94,1141,毛齿藏南枫,Acer campbellii Hook. f. et Thomson ex Hiern var.,17.2,17,落叶中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3626,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,94,1142,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,22.6,17.5,常绿中高位芽植物,ALF200306_0,,植物种名检查;树高阈值检查;胸径时间一致性检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
3627,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,94,1143,丛花山矾,Symplocos poilanei Guillaumin,4.2,4.7,常绿矮高位芽植物,ALF200306_0,,植物种名检查;树号对应的样方号一致性检查
